,word_count
Shifter_Timo Maas featuring MC Chikaboo_2002,257
Shifty Disco Girl_Helen Love_2000,280
Sho' Enough_Tommy Castro_1996,179
Shooby (Live Version)_Nicole C Mullen_2002,101
Shoot The Dog_George Michael_2004,316
Shooting Stars_Cauterize_2003,219
Shotgun Sally_Cats In Boots_1992,176
Should've Said No_Taylor Swift_2006,277
Shout For Joy  (Celtic Psalms Album Version)_Eden's Bridge_1997,72
Show Me (Acoustic Version)_Seal_1996,271
Show Me The Way_Mix Mob_1991,325
Show Me Your Teeth (Radio Edit)_Year Long Disaster_2010,177
Show You How_The Killers_2004,92
Shrine (Reissue) (Album Version)_King Diamond_2003,144
Shut Up_Pretty Boy Floyd_2001,115
Shut Your Eyes_Snow Patrol_2006,159
Si Es Que Te Vas_Carlos Vives_2000,112
Si Je M'En Sors_Julie Zenatti_2000,158
Si Juras Regresar_Enrique Iglesias_1995,87
Si Tu Me Dices Ven_Isabel Pantoja_2006,84
Si Tu Veux Le Savoir_Marc Lavoine_1995,65
Si Xin De Li You_FIR_0,0
Sickman_Alice In Chains_1992,174
Sickness_Agnostic Front_1999,100
Signs Of Insanity_Headhunter_1992,182
Silence_Jedi Mind Tricks_2009,1
Silent Night_ Holy Night (Album Version)_Faith Hill_2008,79
Simon_Lifehouse_2000,240
Simple Livin' (Album Version)_Gym Class Heroes_2005,335
Simple Man_Bad Company_1976,99
Simple Plan_Dominic_2004,271
Simple Twist Of Fate_Bob Dylan_1975,213
Sin Poderte Hablar_Huey Dunbar_2010,169
Sin Ti_Yuridia_2011,110
Since The Last Time_ARRESTED DEVELOPMENT_2006,249
Since You're In Love_Jesse Malin_2004,76
Sing Your Freedom_White Heart_1989,204
Single Again (Remix)_Rick Ross_2003,351
Sin_Nine Inch Nails_1989,182
Sista_City High_2001,403
Sister Seagull (Live)_Be Bop Deluxe_1991,111
Situations_Bravehearts featuring Nas and Jully Black_2003,232
Sixth of June_It Dies Today_2007,252
Skeletons (Live Acoustic Version)_Rickie Lee Jones_1981,109
Skiff For The Suits_Arsonists Get All The Girls_2009,140
Skin Ticket (Live version) (Album Version)_Slipknot_2005,203
Skinhead on the MBTA (Album Version)_Dropkick Murphys_1997,146
Skit #2 (Kanye WestLate Registration)_Kanye West_2005,134
Skit_Rakim_1997,61
Skopska situacija_SAF_0,0
Skvoz' Tuman Vekov_Arkona_2013,69
Sky Inferno_Goatwhore_2003,176
Skyswimmer_Enter the Haggis_1999,195
Slap U Around_GWAR_1994,172
Slatke male maloletnice_Beogradski Sindikat_2002,0
Slave Song_Sade_2000,219
Slave To The Wage_Placebo_2000,125
Slaves & Bulldozers_Soundgarden_1991,248
Sleeping Annaleah (2009 Digital Remaster)_Nick Cave and The Bad Seeds_2009,108
Sleepwalkers_Non Phixion_1999,415
Sleepwalker_Nightwish_2000,74
Sleepy Man Blues_Bukka White_1940,150
Slip Kid_The Who_1975,185
Slip Out The Back (Album Version)_Fort Minor (Featuring Mr Hahn)_2005,458
Slips Of Paper_Dave Brockie Experience_2003,149
Sloppy (I Saw My Baby Gettin')_Devo_1978,229
Sloppy Love Jingle_ Pt 3 (Amended Album Version)_Gym Class Heroes_2006,382
Slow Hand (LP Version)_Conway Twitty_2004,197
Slow Love_Mr Sancho_2006,398
Slow Poke_Pee Wee King_1989,158
Slow Ride [Live Version]_Foghat_1977,216
Small Axe_Bob Marley_1999,35
Smile_Heavenly_1992,149
Smile_K'Naan_2004,443
Smile_Marvin Sapp_2011,324
Smoke In The Air (A Cappella)_CL Smooth_2006,493
Smoke Smoke Smoke (That Cigarette)_Tex Williams_1947,318
Smoke_Vanessa Daou_1994,99
Smooth Operator_Sade_1983,186
Snowball_Test Icicles_2005,168
Snowdrops_The Pineapple Thief_2006,65
So Central Rain (2006 Digital Remaster)_REM_1993,123
So deep_Ann Lee_2000,109
So Glad_Chris Brown_2006,267
So Hot_Helen Love_1994,128
So ist das nun mal_Andreas Dorau_1997,292
So Lonely_The Police_1978,92
so long_ astoria_The Ataris_2004,183
So Many Roads_Joe Bonamassa_2006,82
So Not Over You (Motivo-Pop Lectro Mix)_Simply Red_2007,239
So What_Tesla_2008,174
So(u)l Invictus_Nightfall_2004,69
Soaked In Cinnamon_Ultimate Fakebook_2000,116
Soda Pop_John Fogerty_1986,295
Sofrimento De Quem Ama (1997 Digital Remaster)_Clara Nunes_2000,47
Softly And Tenderly_Josh Turner_2004,83
Solamente Una Vez_Nana Caymmi_2016,46
Soldiers Of DoomsdayÂ _Winds Of Plague_2009,141
Some Enchanted Evening_Jay and The Americans_1988,131
Some Guys Have All The Luck_Robert Palmer_1981,216
Some Kind Of Zombie (Criscoteque Remix)_Audio Adrenaline_1997,93
Some Lie For Love_LA Guns_1992,206
Somebody Loan Me A Dime_Fenton Robinson_1990,92
Somebody Stop Me_Emilio_1974,503
Somebody's Someone_Lonestar_2004,163
Someday (I Will Understand)_Britney Spears_2005,183
Someday (Immune Album Version)_Soul Embraced_2003,83
Someday Baby_Otis Spann_1995,146
Someday_Mariah Carey_1990,338
Something About Mary_Wyclef Jean_2000,378
Something For The Pain_Robben Ford_2002,138
Something Girls_Adam Ant_1982,165
Something To Remember You By_Ray Conniff_1959,84
Something's Missing_John Mayer_2003,206
Sometimes I_Plasmatics_1979,57
Sometimes Yes_ Sometimes No_Jill Paquette_2003,169
Somewhere Else_Jim Bryson_2005,125
Somewhere In Time_Dave Alvin_2004,124
Somewhere_Bob Carlisle_1994,272
Somos Gitanos_Gipsy Kings_2001,72
Son Of A Bitch_Uriah Heep_2006,210
Song For A Friend (Live From Montalvo)_Jason Mraz_2007,273
Song For Love_Extreme_1992,229
Song Of The Valley_John Cale_1985,178
Song Sung Blue_Neil Diamond_1972,141
Soo Bawlz_Devo_1979,193
Soon Come (2002 Digital Remaster)_Peter Tosh_1978,174
Soopman Luva 6 12_Redman  Hurricane G  Melanie Rutherford_2007,213
Soorma_Jazzy B_2005,300
Soot and Stars_The Smashing Pumpkins_2001,255
Sophie_Eleanor McEvoy_1999,160
SOS_Rihanna_2006,456
SOS_Spliff_1988,51
Soul Deep_The Box Tops_1969,169
Soul Music (ReMastered)_Curtis Mayfield_2006,261
Soul Of A Man_Erja Lyytinen_2010,246
Soul of Ethiopia_Oh No_2009,1
Soul Simplicity_Soulwax_1996,42
Soulcrusher (Amended Album Version)_Operator_2007,162
Soul_Pedro Luis e a Parede_1997,65
Sounds So Good_Ashton Shepherd_2008,203
Soundtracks and Come Backs (radio mix)_Goldfish_2008,284
South Side Story_Lloyd Banks_2004,407
Southbound Blues_John Hammond_1975,85
South_Bob Wills_1991,333
Soy De Oaxaca_Los Originales De San Juan_2008,137
Space Between Us (Album Version)_Sister Hazel_1994,126
Space Oddity (1997 Digital Remaster)_David Bowie_2002,184
Spaceman_The Killers_2008,323
Spanish Grease_Willie Bobo_1997,194
Spanish Harlem_Phil Spector_2006,105
Spanish Shuffle (Album Version)_Tam Tam Go!_1988,201
Spann's Boogie_Otis Spann_1990,1
Sparkle_Camp Lo_1997,461
Spark_Souls Of Mischief_2002,497
Spawn (Again)_Silverchair_2017,139
Spaz's House Destruction Party_Anti-Flag_2001,290
Special Someone_Geggy Tah_2001,349
Special_Wilshire_2003,107
Speed Of Sound (Emergency Broadcast Album Version)_White Heart_1987,125
Speed Of Sound (Live)_Coldplay_2005,247
Spend the Night featuring Rock Money and Paul Law_Tech N9ne_1999,549
Spent_Darwin's Waiting Room_2001,253
Spin (Album Version)_Taking Back Sunday_2006,295
Spitting Games_Snow Patrol_2003,154
Spoonful_Robben Ford_2009,142
Spoonie Is Back_Spoonie Gee_1981,671
Sporco Ma Distinto_Ennio Morricone_1983,1
Spotlight_Future Leaders of the World_2004,153
Sprung (Cibola Mix W Rap)_Nu Flavor_1999,200
Squanderer_Shriekback_2007,174
St Patrick's Day_John Mayer_2003,168
Stack and Pile_Beenie Man_2011,232
Stagger Lee_Nick Cave and The Bad Seeds_1996,327
Stairs To the Attic_The Antlers_2007,155
Stairway To Cleveland_Jefferson Starship_1981,329
Stampede_He Is Legend_2006,185
Stand (Album Version)_Kiss_2001,209
Stand By Me_Atomic Rooster_1972,82
Stand By Your Man_Tammy Wynette_1968,108
Stand Firm (2002 Digital Remaster)_Peter Tosh_1978,321
Stand Up and Praise Him_Vickie Winans_0,195
Standing In The Darkness_Alias_1990,109
Standing In The Shower Thinking ( LP Version )_Jane's Addiction_1988,133
Standing Knee Deep In a River (Dying Of Thirst)_Kathy Mattea_1992,152
Standing On My Own_Agnostic Front_2001,107
Stand_Pedro Aznar_1995,93
Star Signs_Leona Naess_2003,125
Starlight_Snowgoons_2008,512
Start Me Up_The Rolling Stones_1981,227
Start Moving_Sal Mineo_0,212
Start The Fire_Margaret Becker_1989,117
Start_The Jam_1980,143
State Of The Union_Rise Against_2004,127
Stay Close To Me_Margaret Becker_1989,113
Stay Down Here Where You Belong_Tiny Tim_1968,153
Stay Loose_Belle and Sebastian_2003,345
Stay Real_Erick Sermon_1993,379
Stay With Me_Faces_1971,169
Stay With Me_Michal_2014,160
Steamroller Blues_James Taylor_1994,113
Stephanie Says_The Velvet Underground_1985,136
Stickin In My Eye_NOFX_1992,91
Still a Fool_Groundhogs_1968,135
Still Hurtin'_George Jones_1956,100
Still I'm Sad_Rainbow_1975,159
Still In Love_Nick Cave and The Bad Seeds_2003,208
Still Love Remains (Album Version)_Seal_1998,144
Still There For Me_Keb' Mo'_2006,109
Still_Foo Fighters_2005,84
Still_Jennifer Lopez_2002,395
Sting Me_The Black Crowes_1992,188
Stir The Gift_Deitrick Haddon_2004,196
Stockholm Syndrome_Muse_2003,129
Stone a Pig_Bongzilla_2002,32
Stone Cold Fingers (Bonus Track)_Leland Martin_2005,167
Stop Breaking Down (1994 Digital Remaster)_The Rolling Stones_1997,157
Stop The World And Let Me Off_Patsy Cline_2001,146
Stop The World_Extreme_2012,210
Stop The World_RIDDLIN' KIDS_2004,187
Stop Whispering (US Version)_Radiohead_1993,116
Stop [Demo]_Jane's Addiction_1990,100
Stop_Joe Bonamassa_2009,177
Stormtrooper (Live)_Pepper_2009,349
Stormy Weather_Quincy Jones_1988,306
Storm_The Pharcyde_2004,794
Story Of An Artist (Don't Be Scared)_Daniel Johnston_1982,244
Straight Coats_Kokane_2006,1181
Stranded In The Jungle_The New York Dolls_1974,277
Strange Days ( LP Version )_The Doors_1967,70
Strange Kinda Feeling (Take 4)_Elmore James_1993,74
Strange Thing_Buzzcocks_1980,127
Strange Way To Save The World_4Him_2000,202
Stranger In My Room_Year Long Disaster_2010,136
Stratus (EP Version)_Moments In Grace_2004,152
Streamline_System of a Down_2001,172
Street Car Blues_Sleepy John Estes_1930,148
Street Crab_Helmet_1994,106
Street Lights_Kanye West_2008,186
Streets On Fire (Explicit Album Version)_Lupe Fiasco_2007,517
Strip The Soul (album version)_Porcupine Tree_2002,95
Stronger Than Me_Amy Winehouse_2003,201
Stuck On Your Love_Emilio_1997,453
Stumble_REM_1982,297
Stumblin' Man (Album)_Tad_1991,98
Styles P Speaks (Interlude)_Styles P_2009,638
Subterranean Homesick Alien_Radiohead_1997,134
Sucker_New Found Glory_2000,193
Suffer_Hoods_1998,463
Suffocating Under Words Of Sorrow (What Can I Do)_Bullet For My Valentine_2005,196
Sugar Coated Sour_The Dillinger Escape Plan_1999,93
Suicidal Dream_Silverchair_1995,94
Suicide_Redman_2007,458
Summer Dying Fast_Cradle Of Filth_1994,221
summer jam_Set Your Goals_2009,277
Summer Nite_The Plasmatics_1981,325
Summer Of Love_Novaspace_2004,150
Summer Rain_James Last_1998,90
Summer Shudder_AFI_2006,193
Summer Summer_The Almost_2009,101
Summerfish_Leonid Rudenko_2006,103
Sun Shower (Single Version)_Busdriver_2007,195
Sun Shower - Cadence Weapon Remix (Cd)_Busdriver_2007,196
Sunday Driver  (LP Version)_The Gufs_1996,146
Sunday Morning (Sony Connect Set)_K-OS_2011,185
Sunday_Bebo Norman_2006,98
Sunny Came Home_Shawn Colvin_1996,146
Superbird_Neil Sedaka_1971,149
Superfly (Single Mix Version)_Curtis Mayfield_1991,238
Superman_Donna Fargo_1999,178
Superman_Unwritten Law_1996,192
Supermassive Black Hole (Album Version)_Muse_2006,235
Superstar_BigElf_2008,86
Superstar_For Squirrels_1995,237
Supertouchshitfit (Bad Brains)_Hatebreed_2009,181
Supreme Girl_The Sterns_2006,240
Sur L'autre rive_Annie Blanchard_2007,0
Surf of Syn_GWAR_1995,75
Surrender To Me_Lara Fabian_1997,119
Survivalism_Nine Inch Nails_2007,242
Swallow The Knife (Live) (Segue)_Story Of The Year_2005,181
Sweet & Dandy_Toots and The Maytals_1984,101
Sweet And Lovely_Tiny Tim_1997,156
Sweet By And By_The Jordanaires_0,114
Sweet Contradiction_Aaron Watson_2008,101
Sweet Disposition_The Temper Trap_2008,160
Sweet Lover Hangover_Love and Rockets_1996,120
Sweet Love_Mary Black_2014,180
Sweet Southern Comfort_Buddy Jewell_2003,179
Sweetest Goodbye_Maroon 5_2002,241
Sweetest Maleficia (Album Version)_Cradle Of Filth_2008,393
Swing Life Away_Rise Against_2003,238
Swing Swang_Naughty By Nature_2002,895
Swinging On A Star_Big Dee Irwin_1990,194
Sympathy_Sylver_2004,144
Sympozium_Dimmu Borgir_2001,64
Synthesizer_OutKast featuring George Clinton_1998,678
Syrup Sipping (Banner Beat Break)_David Banner_2008,70
T-Ball and Indian Guides (LP Version)_Bill Engvall_1998,29
Ta Min Vals (Take This Waltz)_Ebba Forsberg_2009,1
Tabernacle Song_Fake Problems_2009,189
Tabloid Junkie_Michael Jackson_1995,386
Take A Look  (LP Version)_Natalie Cole_1993,117
Take Her Out_Alice In Chains_2009,89
Take It_Cassidy_2013,295
Take My Breath Away_Jessica Simpson_2004,116
Take My Hand_Ben Harper And The Blind Boys Of Alabama_2004,154
Take That_Richard Smith_2008,2324
Take The Long Way Home_Faithless_1998,148
Take The Time_Bad Company_1979,180
Take The Time_Michael Stanley Band_1982,314
Take The Veil Cerpin Taxt_The Mars Volta_2003,275
Take Your Chance_Twenty 4 Seven_2010,333
Take Your Fingers From My Hair  (LP Version)_Zebra_1983,109
Talk About Us_Jennifer Lopez_1999,234
Talk Of The Town_Firehouse_1992,150
Talk To Your Daughter (Album Version)_Robben Ford_1988,160
Talking Drum (Isea '95)_Chris Brown_2005,352
Tall Cool One_The Sonics_2007,121
Tania_Fruko Y Sus Tesos_1995,123
Tant Que L'on S'aimera_Charles Aznavour_1992,80
Tappin' Out (LP Version)_The Katies_1998,56
Taste It_Busta Rhymes_2002,487
Taste Of Dis (Explicit Version)_Brooke Valentine_2005,442
Taste You_Auf Der Maur_2004,203
Te Hacen Falta Vitaminas_Soda Stereo_1984,116
Te MentirÃ­a_Gian Marco_2002,115
Te Necesito_Angelica Maria_1966,113
Te Necesito_David Summers_1989,81
Te quiero tanto_Vilma Palma e Vampiros_1993,158
Teacher's Pet_Extreme_1989,170
Tear It Up (LP Version)_Michael McDonald_1990,103
Tearing Everyone Down_Anti-Flag_1998,195
Tears Falling Down_Charlie Peacock_1988,205
Teasin' Brown_North Mississippi Allstars_2005,182
Techno Cumbia_Selena_1995,310
Teenage Baby (Digitally Remastered)_T-Bone Walker_2005,130
Teenage Queen (Album Version)_Aiden_2007,213
Teenage Superstars (Album)_Vaselines_1988,117
Tel Que Tu Es_Charlotte Gainsbourg_2006,54
Telegrama_Zeca Baleiro_2002,372
Tell Him_The Exciters_1962,279
Tell It Like It T-I-IS (Album Version)_The B-52's_1992,285
Tell Me Baby_Brownie McGhee_1994,212
Tell Me Who_Big Maybelle_1995,196
Tell Me Why_Dave Hollister_2006,404
Tell Me_Toni Braxton_2002,282
Tell The Truth (Album Version)_Jude Cole_1992,234
Tell Your Momma Come_Black Eyed Peas_2000,394
Tem Do de Mim (Live At El Matador_ San Francisco)_Sergio Mendes_1965,248
Tema De Adrian_2 Minutos_2003,61
Ten Days (Album Version)_Missy Higgins_2005,226
Ten Thousand Angels_Mindy McCready_1996,165
Tengo Un Amor_Toby Love featuring Rakim and Ken-Y_2007,231
Tengo Un Novio TÃ¡ntriko_Las Ketchup_2002,154
Tenhert_Tinariwen_2009,156
Terapia De Amor Intensiva_Soda Stereo_1988,63
Terminus_Photek_2000,1
Terra_Luar Na Lubre_2001,78
Testify_Phil Collins_2002,231
Thank You For Calling_Billy Walker_2012,66
Thank You Lord_Horace Andy_1985,121
Thank You Mr Poobah ( Remastered 97' Version )_The Paul Butterfield Blues Band_2001,1
Thanks A Lot_Martina McBride_2005,83
That Blows My Mind (Slammin' and Way Out There)_The Gone Jackals_1998,90
That Girl_Gary Morris_2002,193
That Old Gang Of Mine_Dean Martin_2002,73
That Rock Won't Roll_Restless Heart_1986,178
That's A Woman_Mark Wills_2003,103
That's How Strong My Love Is_Doyle Bramhall_2003,177
That's What You Said  (LP Version)_Phil Collins_1996,160
Thats What I Like About a Country Song_Aaron Watson_2008,196
The  First Of The Year_Rubyhorse_2002,130
The 4th Dimension (LP Version)_Devo_1984,205
The American Ruse (LP Version)_The MC5_1970,1
The Arctic Ocean (Album Version)_Sinch_2002,135
The Attitude Song_Steve Vai_1984,1
The Avenue (Zack W Remix)_K-OS_2009,356
The Ballad Of Sleeping Beauty_Sophie B Hawkins_1994,288
The Battle Of New Orleans_Johnny Horton_1959,408
The Beat Of My Heart_Eliane Elias_2000,270
The Beginning (Giro E Giro Mix)_Seal_1991,304
The Bells Of Rhymney_Roger McGuinn_1988,113
The Big Rock (LP Version)_Maire Brennan_1998,64
The Blackest Years (CD only hidden track)_The Distillers_2000,214
The Bottom Line_Rick Astley_1991,235
The Bravest Kids (Acoustic)_Rancid_2012,43
The Burden (Album Version)_Dropkick Murphys_2005,227
The Burning Season (Live)_Primordial_1998,109
The Call_Backstreet Boys_2000,310
The Captain_The Knife_2007,79
The Carpal Tunnel Of Love_Fall Out Boy_2007,227
The Carrying Arms_The Antlers_2007,1
The Cat Came Back_Laurie Berkner_2015,178
The Chance_Julie Roberts_2004,215
The Chosen Legacy_Dimmu Borgir_2007,93
The Christmas Song_Mannheim Steamroller_2009,94
The Cleansing Apparatus_A Different Breed of Killer_2008,91
The Coldest Days Of My Life_The Chi-Lites_1972,108
The Cool (Amended Album Version)_Lupe Fiasco_2008,486
The Cross That Bears His Name_Cheri Keaggy_1994,126
The Czar,0
The Dance Of Europe_Dave Brockie Experience_2001,144
The Darker Side_Lizzy Borden_2007,96
The Darkness (Komor Kommando Mix)_Zombie Girl_2009,146
The Date ( LP Version )_Scott Weiland_1998,55
The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version)_Twista_2005,390
The Death Of Romance_Zeromancer_2010,118
The Deceived_Trivium_2004,52
The Deep Blue Sea_The Irish Rovers_2011,237
The Devil_The Rapture_2006,150
The Distance_Bon Jovi_2002,125
The Door_Keb' Mo'_2000,111
The Door_Silverchair_1997,112
The drifter_Dennis Brown_1983,159
The Drop-Off_The Tragically Hip_2006,207
The Dropsonde_Caspian_2007,1
The Dynamo Of Volition [From An All Night Session]_Jason Mraz_2008,351
The Earth Isn't Humming_Thrice_2008,116
The Earth Will Shake_Thrice_2005,83
The Emperor Falls_John Wesley_1998,170
The End Of The Line_Metallica_2008,238
The End [Live In Mexico]_My Chemical Romance_2008,237
The Everclear Song_Roger Creager_1998,314
The Everlasting Gaze (A Static Lullaby)_A Static Lullaby_2005,218
the fallen_Set Your Goals_2009,356
The First Cut Is The Deepest_Little Angels_1999,137
The First The Last Eternity (Till The End) (feat Summer) (GDC Mix)_SNAP!_1995,106
The Flame_Chimaira_2007,224
The Force_Onyx_1988,654
The Frail_Nine Inch Nails_1999,1
The Fundamental Alienation_Dimmu Borgir_2007,106
The Future_Benga_2006,433
The Gal I Love_Washboard Sam_2013,141
The Ghost At #1_Jellyfish_2006,229
The Gift_Natalie Cole_1985,139
The Girl I Find (LP Version)_The Impressions_1969,145
The Gold It's In The  (1996 Digital Remaster)_Pink Floyd_1972,103
The Golden Rocket_Johnny Horton_1996,130
The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster)_Pink Floyd_1993,6
The Gre(A)t Depression_Anti-Flag_2009,122
The Greeting Song (Album Version)_Red Hot Chili Peppers_1991,118
The Hammer Song (2010 Digital Remaster)_Nick Cave and The Bad Seeds_2009,280
The Hanged Man_Moonspell_1998,170
The Haunting_The Misfits_1997,114
The Healer_Death SS_2006,85
The Heretic Anthem (Live version) (Album Version)_Slipknot_2001,365
The Hero Dies in This One_The Ataris_2003,219
The High and The Mighty_Roger Williams_1991,10698
The Homecoming Song (Album Version)_Owsley_1999,122
The Hood Comes First (LP Version)_Naughty By Nature_1993,411
The Hotness (ft Shontelle)_Rihanna_2006,391
The House Is Rockin'_Stevie Ray Vaughan And Double Trouble_1994,157
The Hustle_The Pharcyde  Big Boy  Schmooche Cat  Randy Mack_1995,577
The Illusionist_Scar Symmetry_2006,267
The Invasion (Aka Black Wa Da Da)_Burning Spear_2003,203
The Island etc_Pagan Wanderer Lu_2010,95
The Kangaroo Theory_Edelweiss_1992,150
The Keys_Jerry Goldsmith_1997,1
The Key_Melissa Auf der Maur_2010,153
The King_Grandmaster Flash_1988,2051
The Lakes Of Pontchartrain_Planxty_1975,215
The Last Man On Earth_Schoolyard Heroes_2007,147
The Last Word (Amended Version)_Rah Digga (Featuring Outsidaz)_2000,389
The Letter That Johnny Walker Read_Asleep At The Wheel_2002,147
The Lie_Bad Religion_2002,161
The Lifestyle That Got Away_The High Strung_2009,133
The Loco Motion_Little Eva_2000,146
The Loco-Motion_Little Eva_1962,146
The Long Goodbye_Miranda Lee Richards_2001,145
The Lost Name of God_Amorphis_1992,112
The Luck You Got_The High Strung_2005,129
The Main Thing (LP Version)_Scott Krippayne_1995,147
The Majesty Of Rock_Spinal Tap_1992,207
The Man Machine (2009 Digital Remaster)_Kraftwerk_1978,33
The Man with the Dogs_Dead Kennedys_1979,234
The Meantime_Phantom Planet_2004,116
The Melting Moon (Edit)_VHS Or Beta_2004,220
The Mission_Stephen Marley  Damian Marley_2008,306
The Modern Rome Burning_Anti-Flag_2008,260
The Modern World_The Jam_1977,165
The Mojo_JB Lenoir_2001,151
The Money Will Roll Right In_Mudhoney_1991,93
The More I See You_Eliane Elias_2009,176
The Never-Ending Why_Placebo_2009,81
The New Girl_Javier Navarrete_2009,1
The Ocean (Live Version)_Zebra_1990,454
The One I Got_Jonny Lang_2003,202
The One I've Been Waiting For (Diamond Days Album Version)_Out Of The Grey_1998,160
The One Piece Puzzle_SKYCLAD_1994,204
The One_Miguel Migs_2002,198
The Only One I Trust_City High_2001,379
The Only Road (Album Version)_Dropkick Murphys_1999,124
The Order Of Death_Public Image Ltd_1984,36
The Pig_Showbread_2008,147
The Planet (Explicit)_Gang Starr_1994,525
The Plot To Bomb The Panhandle (Album Version)_A Day To Remember_2007,249
The Poet And The Pendulum_Nightwish_2007,542
The Portrait (Live) (Reissue) (Album Version)_King Diamond_1992,132
The Question Is (Album Version)_The Winans_2003,200
The Radio Saved My Life Tonight_Bon Jovi_2004,183
The Raggle Taggle Gypsy_The Chieftains_2003,226
The Reach_White Willow_2000,89
The Remembrance Ballad (Album Version)_Atreyu_2004,291
The Ride (Album)_Cinder_2006,123
The River_Curtis_1981,295
The Road Goes On Forever_The Highwaymen_1995,457
The Rock_Atomic Rooster_1971,73
The Room_Bruce Carroll_2016,231
The Same Old Innocence_Architecture In Helsinki_2007,151
The Second One_Remy Shand_2002,197
The Second Summer Of Love_Danny Wilson_1989,177
The Silver Gate_Dark Fortress_2008,228
The Sirius Deception (Album Version)_Nicholas Hooper_2007,1
The Small Print_Muse_2002,181
The Snows_Pentangle_2007,166
The Son Of Hickory Holler's Tramp_Kenny Rogers_1977,286
The Song Is You_Percy Faith_0,65
The Song Remains The Same (2007 Remastered Album Version)_Led Zeppelin_2007,96
The Sound of C (Acapella)_Confetti's_1989,65
The Southern Soldier Boy_Kathy Mattea_1991,115
The Space Between_DAVE MATTHEWS BAND_2001,258
The Special Two (Australian Version)_Missy Higgins_2003,321
The Spinward Marches_The Lord Weird Slough Feg_2003,1
The Story Of An Artist_Daniel Johnston_1982,244
The Suit_Public Image Ltd_1979,101
The Sukkubus Lustrate_Belphegor_2008,110
The Sun Shines From You_Teenage Fanclub_2000,130
The Sweep_Two Man Advantage_2000,37
The Sweetest Curse_Baroness_2009,73
The Tarnished Angels (remastered)_Fehlfarben_1991,141
The Things That I Used To Do_Guitar Slim_1953,114
The Things You Do_Slum Village_2006,280
The Three-Dimensional Shadow_Scar Symmetry_2008,162
The Traffic Jam_Stephen Marley  Damian Marley_2006,698
The Train Kept A Rollin_Tiny Bradshaw_2007,227
The Truth_MN_2007,142
The Ultimate_The Roots_1999,403
The Up_Utopia_2012,306
The Vitalized Shell_Enthroned_2010,162
The Waiting_Zombina and The Skeletones_2006,59
The Way I Am_Eminem_2000,612
The Way I Loved You_Taylor Swift_2008,268
The Way It Is_Tesla_1989,248
The Way Love Is_Captain Hollywood Project_1995,280
The Way Of Love (West Coast Diaries Vol 1 Album Version)_Charlie Peacock_1988,290
The way to Peace_Uman_1999,54
The Way We Were_The London Pops Orchestra_1988,227
The Way_Saigon Kick_1993,141
The Wedding Samba_Edmundo Ros_1975,80
The Wedding Samba_Edmundo Ros_1980,80
The White Spirit_Uman_1995,626
The Whole World Looking At Me (Explicit LP Version)_Busta Rhymes_1997,455
The Wind (Tears For You)_Cece Winans_1998,302
The Woman I Need (Honky Tonk Mind)_Johnny Horton_2000,96
The Wonderful World Of The Young_Danny Williams_1998,52
The World In My Hands (We Are One)_SNAP!_1994,35
The World Turned Upside Down_Coldplay_2005,224
The World'll Be OK_Teenage Fanclub_2003,208
The Wreckage Intro (Album Version)_Throw The Fight_2008,224
The Yellow Rose Of Texas_Roy Rogers_1994,210
Therapie_Kool Savas_2004,394
There Are More Questions Than Answers_Johnny Nash_1972,75
There It Go (The Whistle Song)_Juelz Santana_2005,292
There She Goes Again_REM_1983,106
There Will Be Blood Tonight_Lizzy Borden_2000,183
There Will Come A Day (Album Version)_Faith Hill_2001,195
These Days_Ayo_2006,177
These Days_Take It Back!_2008,114
These Four Walls_Shawn Colvin_2006,125
These Old Eyes Have Seen It All_George Jones_1986,208
These Words_Natasha Bedingfield_2004,300
They Came To Boston_Mighty Mighty Bosstones_1992,165
They Know (Remix)_Rick Ross_2000,393
They Reminisce Over You (Single Version)_Pete Rock and CL Smooth_1992,389
They Ride By Night_Charles Williams_1994,3421
They Say (Album)_Jupiter Rising_2007,214
Things Could Turn Around_fIREHOSE_1986,65
Things I Don't Understand_Coldplay_2005,134
Things You Do To Me_Martin Sexton_2000,176
Think About Me_Sister Hazel_1997,143
Think Back_Galactic_2007,62
Think_The Rolling Stones_1966,231
This Ain't A Love Song_Bon Jovi_1995,310
This Ain't Pleasure_L7_1992,62
This Christmas (LP Version)_Donny Hathaway_1990,143
This Guitar Says Sorry_Billy Bragg_1984,56
This House Is Haunted_Alice Cooper_2003,123
This Is A Gang_CMW - Compton's Most Wanted_1992,374
This Is A Stick Up_Ghetto Mafia_2006,337
This Is For My Bitches_Jim Jones featuring Oshy_2009,181
This is How It Goes (Timmy Trumpet Remix)_Goldfish_2008,115
This Is My Country_The Impressions_1968,112
This Is My Life_Phil Vassar_2008,198
This is My Year_Mac Dre_2008,319
This Is NOT a Crass Song_Anti-Flag_1999,260
This Is Not A Love Song_Public Image Ltd_1983,259
This Is Where It Ends (Album Version)_Barenaked Ladies_1996,146
This Kind Of Love (Full Band)_Sister Hazel_2014,126
This Love_Maroon 5_2002,223
This Lullaby_Queens Of The Stone Age_2005,79
This Melody (Live)_Julien Clerc_1981,143
This One's For You_Barry Manilow_1976,198
This This (LP Version)_Nicole C Mullen_2004,226
